"EQUIPO","TEAM","Jornada","POS","PosesionesTEAM","OER","DER","NET","eFG","ORB","AST","TOV","PPP","PTS","T1A","T1I","T1P","T2A","T2I","T2P","T3A","T3I","T3P","FC","FR","ASIS","PER","REC","MAT","OREB","DREB","TREB","RESULTAT","RIVAL","Rival_idR","TEAM_id"
14,"SERNOVA RENOVABLES REAL CANOE","J5",69.32,66,83.67,96.65,-12.98,44.12,29.63,18.23,24.52,75.52,58,13,20,65,12,29,41.38,7,22,31.82,16,20,14,17,2,0,8,25,33,"L","OSES CONSTRUCCION",979971,981288
14,"SERNOVA RENOVABLES REAL CANOE","J6",80.48,77.1,78.28,103.13,-24.85,50.98,16.67,14.06,32.31,73.81,63,11,19,57.89,14,31,45.16,8,20,40,14,17,12,26,9,0,5,23,28,"L","CELTA  FEMXA ZORKA",981492,981288
14,"SERNOVA RENOVABLES REAL CANOE","J7",68.6,63.7,78.72,81.63,-2.92,35.34,28.95,0,16.03,69.8,54,13,19,68.42,19,44,43.18,1,14,7.14,13,15,0,11,4,0,11,28,39,"L","LA LAGUNA TOYOTA  ADAREVA",979952,981288
14,"SERNOVA RENOVABLES REAL CANOE","J8",69.06,67.3,75.3,107.15,-31.86,31.48,23.26,11.24,17.38,64.94,52,18,32,56.25,14,36,38.89,2,18,11.11,18,26,9,12,4,0,10,18,28,"L","LA CORDÁ DE PATERNA NB",981346,981288
14,"SERNOVA RENOVABLES REAL CANOE","J9",71.78,71.5,57.12,79.41,-22.29,27.19,19.57,4.79,26.47,49.11,41,10,17,58.82,8,31,25.81,5,26,19.23,9,16,4,19,10,0,9,20,29,"L","DOMUSA TEKNIK ISB",979912,981288
14,"SERNOVA RENOVABLES REAL CANOE","J10",76.68,73.5,87.38,66.51,20.87,43.55,24.24,10.64,20.87,79.2,67,13,15,86.67,24,45,53.33,2,17,11.76,12,16,9,16,8,0,8,34,42,"W","C.B. SANTFELIUENC",981242,981288
14,"SERNOVA RENOVABLES REAL CANOE","J11",72.32,69.2,77.43,89.88,-12.44,41.07,18.92,12.65,22.12,70.85,56,10,16,62.5,17,36,47.22,4,20,20,11,14,10,16,7,0,7,23,30,"L","BOSONIT UNIBASKET",981356,981288
14,"SERNOVA RENOVABLES REAL CANOE","J12",70.88,66.3,84.65,94.53,-9.88,44.34,14.71,12.16,19.75,81.04,60,13,16,81.25,19,36,52.78,3,17,17.65,17,20,9,14,8,0,5,21,26,"L","UNICAJA MIJAS",981334,981288
14,"SERNOVA RENOVABLES REAL CANOE","J13",72.1,72,92.93,79.06,13.87,42.97,32.5,12.5,18.03,76.14,67,12,25,48,20,42,47.62,5,22,22.73,14,24,11,13,13,0,13,20,33,"W","CAJASOL BALONCESTO SEVILLA FEMENINO",981306,981288
14,"SERNOVA RENOVABLES REAL CANOE","J14",75.38,74.8,82.25,108.78,-26.53,41.67,6.06,16.27,15.92,77.58,62,12,18,66.67,16,42,38.1,6,18,33.33,13,21,13,12,11,0,2,16,18,"L","AZULMARINO MALLORCA PALMA",981213,981288
14,"SERNOVA RENOVABLES REAL CANOE","J15",66.98,67,92.56,95.55,-2.99,46.23,25.93,7.81,22.39,80.73,62,13,20,65,17,38,44.74,5,15,33.33,14,19,6,15,7,2,7,20,27,"L","RECOLETAS ZAMORA",979919,981288
15,"CAJASOL BALONCESTO SEVILLA FEMENINO","J1",78.78,77.9,77.43,105.36,-27.93,40,24.32,13.32,31.73,67.69,61,17,23,73.91,10,28,35.71,8,27,29.63,23,19,12,25,4,0,9,28,37,"L","CELTA  FEMXA ZORKA",981492,981306
15,"CAJASOL BALONCESTO SEVILLA FEMENINO","J2",73.52,73.2,104.73,118.34,-13.6,49.25,24.32,15.25,12.24,90.33,77,11,21,52.38,21,45,46.67,8,22,36.36,24,18,13,9,11,0,9,18,27,"L","VEGA LAGUNERA TOYOTA  ADAREVA TENERIFE",979952,981306
15,"CAJASOL BALONCESTO SEVILLA FEMENINO","J3",75.04,70.6,91.95,114.61,-22.65,44.34,17.65,18.86,15.99,86.77,69,22,33,66.67,13,36,36.11,7,17,41.18,27,27,15,12,11,0,6,22,28,"L","LA CORDÁ DE PATERNA NB",981346,981306
15,"CAJASOL BALONCESTO SEVILLA FEMENINO","J4",78.36,80.1,100.82,90.61,10.21,40,37.84,11.28,24.25,81.04,79,31,42,73.81,15,39,38.46,6,21,28.57,24,25,11,19,9,0,14,31,45,"W","DOMUSA TEKNIK ISB",979912,981306
15,"CAJASOL BALONCESTO SEVILLA FEMENINO","J5",75.36,71,84.93,76.96,7.96,42.37,18.92,18.52,14.6,79.01,64,14,25,56,22,42,52.38,2,17,11.76,18,21,15,11,8,0,7,31,38,"W","C.B. SANTFELIUENC",981242,981306
15,"CAJASOL BALONCESTO SEVILLA FEMENINO","J6",73.51,81.3,89.78,96.58,-6.8,37.32,36.36,7.95,27.21,65.55,66,13,22,59.09,19,44,43.18,5,27,18.52,26,19,8,20,6,0,16,34,50,"L","BOSONIT UNIBASKET",981356,981306
15,"CAJASOL BALONCESTO SEVILLA FEMENINO","J7",77.96,74.9,75.68,128.27,-52.59,45.45,14.71,20.47,26.94,71.05,59,9,16,56.25,19,40,47.5,4,15,26.67,27,22,17,21,9,0,5,19,24,"L","UNICAJA MIJAS",981334,981306
15,"CAJASOL BALONCESTO SEVILLA FEMENINO","J8",77.5,75.3,99.35,107.1,-7.74,46.77,32.43,22.11,21.94,85.14,77,19,26,73.08,14,39,35.9,10,23,43.48,26,23,20,17,10,0,12,21,33,"L","MCR LIMA-HORTA BARCELONA",981206,981306
15,"CAJASOL BALONCESTO SEVILLA FEMENINO","J9",73.02,74.5,82.17,112.3,-30.13,42.37,20,17.73,26.02,70.92,60,10,15,66.67,19,39,48.72,4,20,20,26,18,15,19,2,1,7,15,22,"L","AZULMARINO MALLORCA PALMA",981213,981306
15,"CAJASOL BALONCESTO SEVILLA FEMENINO","J10",78.74,75.5,78.74,120.65,-41.91,47.27,20.69,11.82,29.21,73.29,62,10,15,66.67,23,42,54.76,2,13,15.38,21,20,10,23,6,0,6,15,21,"L","RECOLETAS ZAMORA",979919,981306
15,"CAJASOL BALONCESTO SEVILLA FEMENINO","J11",68.3,72,102.49,98.09,4.39,36.11,40.43,19.15,16.1,74.47,70,18,25,72,20,55,36.36,4,17,23.53,25,21,18,11,12,0,19,25,44,"W","ALTER ENERSUN AL-QÁZERES EXTREMADURA",981208,981306
15,"CAJASOL BALONCESTO SEVILLA FEMENINO","J12",69.46,69.4,92.14,129.57,-37.43,42.11,27.27,13.54,21.6,78.78,64,16,21,76.19,15,34,44.12,6,23,26.09,20,20,11,15,4,0,9,16,25,"L","MELILLA CIUDAD DEL DEPORTE LA SALLE",979770,981306
15,"CAJASOL BALONCESTO SEVILLA FEMENINO","J13",72.1,68.4,79.06,92.93,-13.87,43.44,35.29,12.02,27.74,68.51,57,4,5,80,16,37,43.24,7,24,29.17,24,14,10,20,6,0,12,25,37,"L","SERNOVA RENOVABLES REAL CANOE",981288,981306
15,"CAJASOL BALONCESTO SEVILLA FEMENINO","J14",73.96,71.8,64.9,71.66,-6.76,36.61,40.54,13.36,39.21,53.43,48,7,11,63.64,10,32,31.25,7,24,29.17,29,18,12,29,6,0,15,33,48,"L","FUSTECMA NBF CASTELLÓ",979988,981306
15,"CAJASOL BALONCESTO SEVILLA FEMENINO","J15",73.12,71,97.1,109.41,-12.31,47.62,27.03,22.64,17.78,84.6,71,11,18,61.11,18,36,50,8,27,29.63,24,18,19,13,9,0,10,29,39,"L","OSES CONSTRUCCION",979971,981306
16,"C.B. SANTFELIUENC","J1",76.48,74.2,87.6,105.91,-18.31,50.96,14.81,9.85,26.15,82.47,67,14,21,66.67,16,34,47.06,7,18,38.89,17,19,8,20,9,0,4,23,27,"L","DOMUSA TEKNIK ISB",979912,981242
16,"C.B. SANTFELIUENC","J2",68.82,71,82.82,91.54,-8.72,36.44,30,15.12,23.25,66.28,57,14,25,56,14,35,40,5,24,20.83,24,24,13,16,6,0,12,21,33,"L","MCR LIMA-HORTA BARCELONA",981206,981242
16,"C.B. SANTFELIUENC","J3",70.02,69,91.4,79.98,11.43,43.33,20,16.47,15.71,81.09,64,12,18,66.67,11,29,37.93,10,31,32.26,22,18,13,11,7,0,7,27,34,"W","BOSONIT UNIBASKET",981356,981242
16,"C.B. SANTFELIUENC","J4",75.7,76.4,77.94,128.14,-50.2,40.15,19.05,17.12,19.82,67.35,59,6,15,40,16,37,43.24,7,29,24.14,19,16,15,15,7,0,8,21,29,"L","UNICAJA MIJAS",981334,981242
16,"C.B. SANTFELIUENC","J5",75.36,74.6,76.96,84.93,-7.96,34.03,29.41,17.26,19.9,62.55,58,9,13,69.23,11,36,30.56,9,36,25,21,18,16,15,5,0,15,26,41,"L","CAJASOL BALONCESTO SEVILLA FEMENINO",981306,981242
16,"C.B. SANTFELIUENC","J6",76,75,81.58,107.89,-26.32,39.52,23.08,18.37,19.74,71.17,62,13,23,56.52,14,43,32.56,7,19,36.84,21,19,16,15,8,0,9,19,28,"L","AZULMARINO MALLORCA PALMA",981213,981242
16,"C.B. SANTFELIUENC","J7",72.86,72.6,87.84,96.07,-8.23,45,21.21,16.95,21.96,77.48,64,10,15,66.67,18,41,43.9,6,19,31.58,18,15,14,16,7,0,7,25,32,"L","RECOLETAS ZAMORA",979919,981242
16,"C.B. SANTFELIUENC","J8",74.04,70.6,76.99,94.54,-17.56,35.92,25.53,5.85,14.86,66.65,57,6,8,75,21,53,39.62,3,18,16.67,23,9,5,11,8,0,12,23,35,"L","ALTER ENERSUN AL-QÁZERES EXTREMADURA",981208,981242
16,"C.B. SANTFELIUENC","J9",74.94,74.6,70.72,102.75,-32.03,32.58,26.09,11.15,24.02,59.07,53,10,13,76.92,14,34,41.18,5,32,15.62,19,16,10,18,14,0,12,18,30,"L","MELILLA CIUDAD DEL DEPORTE LA SALLE",979770,981242
16,"C.B. SANTFELIUENC","J10",76.68,75.6,66.51,87.38,-20.87,35.82,14.29,16.52,20.87,60.17,51,3,4,75,15,51,29.41,6,16,37.5,16,12,14,16,11,0,6,22,28,"L","SERNOVA RENOVABLES REAL CANOE",981288,981242
16,"C.B. SANTFELIUENC","J11",85.24,83.3,70.39,87.99,-17.6,38.41,20.45,9.4,24.64,62.68,60,7,13,53.85,19,45,42.22,5,24,20.83,24,16,9,21,16,0,9,21,30,"L","FUSTECMA NBF CASTELLÓ",979988,981242
16,"C.B. SANTFELIUENC","J12",74.38,72,91.42,110.24,-18.82,53.39,16.22,24.68,20.17,83.91,68,5,16,31.25,24,42,57.14,5,17,29.41,17,15,20,15,3,0,6,27,33,"L","OSES CONSTRUCCION",979971,981242
16,"C.B. SANTFELIUENC","J13",80.1,77.6,84.89,97.38,-12.48,46.09,13.16,16.31,21.22,79.22,68,9,11,81.82,13,39,33.33,11,25,44,17,13,14,17,4,0,5,27,32,"L","CELTA  FEMXA ZORKA",981492,981242
16,"C.B. SANTFELIUENC","J14",74.22,73.3,70.06,103.75,-33.68,32.64,22.92,10.3,14.82,59.5,52,5,10,50,16,56,28.57,5,16,31.25,17,11,9,11,10,0,11,25,36,"L","LA LAGUNA TOYOTA  ADAREVA",979952,981242
16,"C.B. SANTFELIUENC","J15",74.46,74.2,84.61,98.04,-13.43,33.08,29.17,13.14,18.8,68.99,63,20,28,71.43,14,42,33.33,5,23,21.74,16,24,12,14,8,0,14,29,43,"L","LA CORDÁ DE PATERNA NB",981346,981242
